Region,Country,City,Organisation,Prospect Category,HQ / Primary Geography,Address / Office Location,Family / Founder / Strategic Nature,Known Sector Themes,TBP / Regional Corridor Relevance,Possible TBP Entry Point,Recommended Contact Route,Assigned Lead,Family Office Fit (20),Permanent Capital (20),Sector Alignment (20),Governance Mindset (15),Strategic Adjacency (15),Engagement Readiness (10),Total Score,Classification,Priority,Pipeline Stage,Scoring Status,Public Source URLs,Notes / Diligence Flags,Email address,Contact Email Status,Contact Email Source URLs,Contact Email Notes,Contact Enrichment Date,Source File,Alternate Names
Southeast Asia,Malaysia,Kuala Lumpur,Navis Capital Partners,Private equity / regional buyout platform,Kuala Lumpur / Malaysia,,Private equity / regional buyout platform,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Experienced regional fund manager and private equity channel.,Malaysia Family Office & Private Capital Map; Southeast Asia corridor; Islamic capital; ports/logistics,Website / investor relations / ecosystem introduction,Irene,14,14,15,11,10,6,70,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.naviscapital.com/,Malaysia is emerging as a family-office hub; validate Forest City/SFO relevance and adviser route. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,investorrelations@naviscapital.com; rmuse@naviscapital.com; nbloy@naviscapital.com; mmills@naviscapital.com,Official public/press emails,https://www.naviscapital.com/contact/ | https://www.naviscapital.com/news/,Use investor relations first; personal press contacts only if context fits.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Malaysia,Kuala Lumpur,PwC Malaysia Family Office,Adviser / family-office structuring channel,Kuala Lumpur / Malaysia,,Adviser / family-office structuring channel,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,"Family office structuring, wealth transfer and governance channel.",Malaysia Family Office & Private Capital Map; Southeast Asia corridor; Islamic capital; ports/logistics,Website / advisory relationship / warm introduction,Irene,12,14,14,12,10,8,70,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.pwc.com/my/en/services/private/family-office.html,Malaysia is emerging as a family-office hub; validate Forest City/SFO relevance and adviser route. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,my_info@pwc.com,Official public email,https://www.pwc.com/my/en/aboutus/contact.html | https://www.pwc.com/my/en/services/private/family-office.html,Adviser route; family office page also lists named contacts behind email links.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,DFO Management,Single-family office / private investment office,New York / New Jersey,,Single-family office / private investment office,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Family investment office of Michael Dell; flexible global investment activity.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://www.dellfamilyoffice.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Email Us form only; no public email address listed,No public email / contact route only,https://www.dellfamilyoffice.com/contacts | https://www.dellfamilyoffice.com/leadership,Official contact page warns not to send confidential information and refers submissions to its Submissions Policy.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Lupa Systems,Private family holding / investment company,New York / New Jersey,,Private family holding / investment company,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,James Murdoch-founded private holding company investing across asset classes and geographies.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://lupasystems.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Info@LupaSystems.com,Official/public email or route - verify before outreach,https://lupasystems.com/ | https://www.linkedin.com/company/lupa-systems | https://www.privateequityinternational.com/institution-profiles/lupa-systems.html,Only general email found on official website; individual emails not publicly listed.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Wildcat Capital Management,Single-family office,New York / New Jersey,,Single-family office,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Founded as David Bonderman's single-family office; long-term partnership-oriented investment approach.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://wildcatcap.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",info@wildcatcap.com,Third-party/verify before use,https://www.wildcatcap.com/team | https://www.wildcatcap.com/contact | https://contactout.com/brian-rosenblatt-14653,Two direct individual emails are listed on Wildcat's official team page; Brian Rosenblatt email is third-party and should be verified.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Willett Advisors,Single-family office / philanthropic asset manager,New York / New Jersey,,Single-family office / philanthropic asset manager,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Infrastructure / real estate / development,"Manages Bloomberg philanthropic assets; civic, infrastructure and impact-adjacent relevance.",New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://www.willettadvisors.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Not publicly listed on official website,No public email / contact route only,https://www.willettadvisors.com/ | https://www.premieralts.com/investors/willett-advisors/team | https://contactout.com/company/Willett-Advisors-LLC-9056,Official website provides limited contact details. Third-party emails require verification before any use.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Ziff Brothers Investments,Private family investment firm,New York / New Jersey,,Private family investment firm,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Private family investment firm based in New York City; broad investment activity.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://www.linkedin.com/company/ziff-brothers-investments,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Not publicly listed,No public email / contact route only,https://www.linkedin.com/company/ziff-brothers-investments | https://www.zoominfo.com/c/ziff-brothers-investments-llc/127631393 | https://leadershipandcharacter.wfu.edu/who-we-are-2/lc-council/dirk-ziff/,Private family investment firm; no verified public outreach email found.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Emigrant Capital / Emigrant Family Office,Family-owned bank investment arm / family office services platform,New York / New Jersey,,Family-owned bank investment arm / family office services platform,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Private investment division of Emigrant Bank; family-owned financial platform.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,16,17,18,12,13,8,84,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://emigrantcapital.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",inquiries@emigrantpartners.com; romeror@emigrant.com; campbellj@emigrant.com; rogersd@emigrant.com,Official/public email or route - verify before outreach,https://emigrantcapital.com/contact/ | https://emigrantpartners.com/team | https://emigrantpartners.com/faqs | https://www.prnewswire.com/news-releases/mark-rogozinski-joins-emigrant-bank-as-head-of-family-office-services-302453160.html | https://emigrantfamilyoffice.com/,Several official emails found for Emigrant Capital / Partners; use correct business unit depending on topic.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Soros Fund Management,Family office / global asset manager,New York / New Jersey,,Family office / global asset manager,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,Global asset manager and family office with permanent-capital base.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Legal/compliance review first; then adviser-led or warm-introduction route only,Irene / Capital Advisory Team,18,17,18,10,13,6,82,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://sorosfundmgmt.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Enhanced diligence | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",No public contact email; official business communications use @soros.com only,No public email / contact route only,https://sorosfundmgmt.com/about/leadership/ | https://sorosfundmgmt.com/about/,High governance sensitivity. Treat as legal/compliance review first; no unsolicited outreach.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Rockefeller Global Family Office,Multi-family office / wealth platform,New York / New Jersey,,Multi-family office / wealth platform,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,Institutional family-office brand; relevant for long-duration family capital positioning.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,17,15,15,12,11,8,78,Strong Potential Prospect,Channel / High,Identified,Indicative scored – review required,https://www.rockco.com/rockefeller-global-family-office/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Request Introduction / Connect with a Private Advisor forms; no general email found,Existing NY contact enrichment,https://www.rockco.com/rockefeller-global-family-office/meet-our-leadership/ | https://www.rockco.com/about-rcm/contact/ | https://www.rockco.com/about-rcm/contact/our-office-locations/,Official site emphasizes connection through advisor/introduction forms rather than public email addresses.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Bessemer Trust,Multi-family office / private wealth / family office services,New York / New Jersey,,Multi-family office / private wealth / family office services,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,Generational wealth and family office services platform; useful for NY/NJ corridor family capital mapping.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,16,15,15,12,11,8,77,Strong Potential Prospect,Channel / High,Identified,Indicative scored – review required,https://www.bessemertrust.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Direct advisor emails listed for NY office; no single generic email used here,Existing NY contact enrichment,https://www.bessemertrust.com/offices/new-york-wealth-management,Official NY office page lists direct phone numbers and emails for multiple advisors.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Pathstone,Multi-family office / UHNW advisory,New York / New Jersey,,Multi-family office / UHNW advisory,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,"UHNW families, legacy planning and long-term wealth stewardship; strong adviser channel.",New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,16,15,15,12,11,8,77,Strong Potential Prospect,Channel / High,Identified,Indicative scored – review required,https://pathstone.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",contact@pathstone.com; Pathstone Start a Conversation form,Official/public email or route - verify before outreach,https://pathstone.com/start-a-conversation/ | https://pathstone.com/people/matthew-fleissig/ | https://pathstone.com/people/kelly-maregni/ | https://pathstone.com/people/clay-cochran/ | https://pathstone.com/wp-content/uploads/2025/09/Digital-Infrastructure-Market-Overview-October-2024-1.pdf,contact@pathstone.com appears in Pathstone published materials; personal emails not found.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Soros Capital Management,Family office,New York / New Jersey,,Family office,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,New York-based Soros-linked family office; distinguish from Soros Fund Management.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Legal/compliance review first; then adviser-led or warm-introduction route only,Irene / Capital Advisory Team,17,15,17,10,12,6,77,Strong Potential Prospect,High,Identified,Indicative scored – review required,https://www.soroscap.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Enhanced diligence | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",info@soroscap.com,Official/public email or route - verify before outreach,https://www.soroscap.com/contact-us/ | https://www.soroscap.com/team/ | https://www.soroscap.com/,General official email found; personal emails not publicly listed.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,TAG Associates,Multi-family office / wealth management,New York / New Jersey,,Multi-family office / wealth management,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,Independent wealth management and family office services platform.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,17,14,14,12,10,8,75,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.tagassoc.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Contact form / no general email found on official contact page,Third-party/verify before use,https://tagassoc.com/contact-us/ | https://tagassoc.com/how-we-serve-you/family-office/ | https://smartasset.com/financial-advisor/tag-associates-review | https://www.linkedin.com/in/neil-shapiro,No official public email identified; third-party sites show masked email only.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Citi Private Bank Family Office Group,Family office advisory / access channel,New York / New Jersey,,Family office advisory / access channel,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Important private bank access channel to family offices and private investment companies.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,16,14,14,12,10,8,74,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://privatebank.citibank.com/we-serve/family-offices,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Contact form only for Citi Private Bank family-office services,Existing NY contact enrichment,https://www.privatebank.citibank.com/we-serve/family-offices | https://www.privatebank.citibank.com/contact-us | https://www.reuters.com/business/finance/citigroup-wealth-unit-taps-weintraub-ubs-lead-family-office-group-2024-03-20/ | https://www.reuters.com/business/finance/citigroup-appoints-chris-biotti-lead-private-bank-north-america-2025-02-26/,Private bank gateway; route should be relationship-led and client-eligibility aware.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Geller / Corient Family Office Business,Multi-family office / UHNW advisory,New York / New Jersey,,Multi-family office / UHNW advisory,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,New York family-office capabilities now part of Corient; useful advisory channel.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,16,14,14,12,10,8,74,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://corient.com/us/en/news/Corient-Acquires-Multi-Family-Office-Business-of-Geller,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Corient contact form; no general email found,Existing NY contact enrichment,https://corient.com/us/en/contact-us | https://www.gellerco.com/leadership/ | https://www.gellerco.com/leadership/martin-j-geller/ | https://corient.com/us/en/global-news/Corient-Acquires-Multi-Family-Office-Business-of-Geller | https://corient.com/us/en/about-us/executive-leadership,Geller MFO was acquired by Corient in 2025; external outreach should reference current Corient structure.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Glenmede,Private wealth / family office services,New York / New Jersey,,Private wealth / family office services,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,Family office services with Princeton presence; relevant for New Jersey wealth access.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,16,14,14,12,10,8,74,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.glenmede.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Contact form; phone-led contact,Existing NY contact enrichment,https://www.glenmede.com/contact-us/ | https://www.glenmede.com/private-wealth-management/princeton/ | https://www.glenmede.com/private-wealth-management/family-office-services/ | https://www.privatebank.citibank.com/pdf/adv/Glenmede.pdf,Only compliance email found in official ADV; use business contact form/office phone for relationship approach.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Silvercrest Asset Management,Family office services / OCIO / wealth management,New York / New Jersey,,Family office services / OCIO / wealth management,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Works with family offices; customised investment-office solutions.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene / Capital Advisory Team,16,14,14,12,10,8,74,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.silvercrestgroup.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",rhough@silvercrestgroup.com (official press contact),Official/public email or route - verify before outreach,https://www.silvercrestgroup.com/ | https://www.silvercrestgroup.com/team/ | https://ir.silvercrestgroup.com/news-events/press-releases/detail/425/silvercrest-asset-management-announces-new-partners,Official CEO email appears in an investor-relations press release as press/contact point.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,WE Family Offices,Independent family office advisory,New York / New Jersey,,Independent family office advisory,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,Serves single-family offices and UHNW families; useful advisory network channel.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,16,14,14,12,10,8,74,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.wefamilyoffices.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",Media: media@wefamilyoffices.com; other enquiries via contact form,Official/public email or route - verify before outreach,https://www.wefamilyoffices.com/contact-family-offices/ | https://www.wefamilyoffices.com/ | https://www.linkedin.com/company/we-family-offices,Official site gives media email and New York phone; no personal emails identified.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,AlTi Tiedemann Global,UHNW wealth manager / family-office-style platform,New York / New Jersey,,UHNW wealth manager / family-office-style platform,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,"Long-term family wealth, cross-border families and institutional family office perspective.",New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,12,14,14,12,10,8,70,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://alti-global.com/contact-location/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",investor@alti-global.com (third-party profile); official contact form on AlTi site,Third-party/verify before use,https://alti-global.com/contact-location/ | https://alti-global.com/ | https://www.perenews.com/institution-profiles/alti-tiedemann-global.html | https://www.zoominfo.com/c/alti-tiedemann-global/566136467,Official site offers contact form; investor@ is from a third-party institutional profile and should be verified.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Beacon Trust,Wealth management / trust advisory,New York / New Jersey,,Wealth management / trust advisory,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,New Jersey-headquartered wealth platform with New York office; useful NJ family capital mapping.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / public contact route / adviser introduction,Irene / Capital Advisory Team,12,14,14,12,10,8,70,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.beacontrust.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",support@beacontrust.com,Official/public email or route - verify before outreach,https://www.beacontrust.com/contact-us | https://www.beacontrust.com/about/our-people | https://www.privateequityinternational.com/institution-profiles/beacon-trust.html,Official contact page lists support@beacontrust.com for HQ and New York office.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
North America,United States,New York / New Jersey,Klingenstein Fields Advisors,Wealth and family advisory,New York / New Jersey,,Wealth and family advisory,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,New York-based adviser to high-net-worth individuals and families.,New York/Newark North America Neutral Trade Corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene / Capital Advisory Team,12,14,14,12,10,8,70,Strong Potential Prospect,Channel,Identified,Indicative scored – review required,https://www.klingenstein.com/,"Validate latest public profile, decision-maker route and suitability before outreach. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.",info@klingenstein.com,Official/public email or route - verify before outreach,https://www.klingenstein.com/contact/ | https://www.klingenstein.com/who-we-are/ | https://www.send2press.com/wire/profile/klingenstein-fields-wealth-advisors/ | https://www.ic-research.com/investment-consultant/james-w-fields/,Official site lists info@klingenstein.com; personal emails not identified.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Singapore,Singapore,Clermont Group / Richard Chandler,Private investment group / family-capital style platform,Singapore,,Private investment group / family-capital style platform,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment; Healthcare / life sciences,"Long-horizon private capital, healthcare, financial services, aerospace and business-building.",Singapore Family Office Gateway; Indonesia/Southeast Asia corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://sg.linkedin.com/company/clermontgroup,Include diligence/governance risk column due to increased family-office scrutiny in Singapore. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,info@clermont.com,Official public email,https://www.clermont.com/contact/,Use general corporate route; long-horizon private investment fit.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Singapore,Singapore,Maitri Asset Management / Tolaram family office,"Former single-family office, now licensed responsible-investment manager",Singapore,,"Former single-family office, now licensed responsible-investment manager",Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,"Responsible investment, Asia/Africa connectivity and long-term capital relevance.",Singapore Family Office Gateway; Indonesia/Southeast Asia corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://sg.linkedin.com/company/maitri-asset-management,Include diligence/governance risk column due to increased family-office scrutiny in Singapore. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,info@maitriam.com,Public email - LinkedIn/verify against official website,https://sg.linkedin.com/company/maitri-asset-management | https://eservices.mas.gov.sg/fid/institution/detail/222445-MAITRI-ASSET-MANAGEMENT-PTE-LTD,Verify against official website/MAS listing before outreach.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Singapore,Singapore,Tsao Family Office / Tsao Pao Chee Group,Single-family office / family business platform,Singapore,,Single-family office / family business platform,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,"Maritime, impact, climate, health, education and long-duration family stewardship themes.",Singapore Family Office Gateway; Indonesia/Southeast Asia corridor; Family Office Circle,Website / corporate development / adviser introduction / sector forum,Irene,18,17,18,12,13,7,85,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,https://sg.linkedin.com/company/tsao-family-office-pte-ltd,Include diligence/governance risk column due to increased family-office scrutiny in Singapore. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,connect@tsao.com,Official public email,https://www.tsao.com/contact/,Strong maritime/impact/stewardship fit; use official family office contact route.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Singapore,Singapore,DBS Multi Family Office Foundry VCC,Bank-backed multi-family office platform,Singapore,,Bank-backed multi-family office platform,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Technology / digital infrastructure / venture; Financial services / private capital / investment,Bank-backed platform serving ultra-wealthy clients through Singapore VCC structure.,Singapore Family Office Gateway; Indonesia/Southeast Asia corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene,17,16,17,12,13,8,83,Priority Founding Steward Prospect,Priority / Channel,Identified,Indicative scored – review required,https://www.reuters.com/business/finance/dbsbacked-familyoffice-platform-hits-780-million-assets-double-by-end2026-2025-09-23/,Include diligence/governance risk column due to increased family-office scrutiny in Singapore. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,Contact form / DBS Private Bank relationship route,Contact route only,https://www.dbs.com/private-banking/family-office,Bank-backed/adviser route; use existing relationship or official DBS private banking contact process.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Singapore,Singapore,Golden Equator Wealth,Multi-family office,Singapore,,Multi-family office,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,Legacy preservation and investment management for UHNW families.,Singapore Family Office Gateway; Indonesia/Southeast Asia corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene,17,16,17,12,13,8,83,Priority Founding Steward Prospect,Priority / Channel,Identified,Indicative scored – review required,https://www.goldenequatorwealth.com/,Include diligence/governance risk column due to increased family-office scrutiny in Singapore. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,hello@goldenequator.com; contact@goldenequator.com,Official/public email - verify before outreach,https://www.goldenequatorwealth.com/contact-us/ | https://www.goldenequator.com/contact/,Use general contact route; good multi-family office channel.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Singapore,Singapore,Kamet Capital,Multi-single-family office / multi-family office,Singapore,,Multi-single-family office / multi-family office,Family office services / private wealth / stewardship; Logistics / ports / trade corridors,Singapore-based adviser to leading Asian families; strong access channel.,Singapore Family Office Gateway; Indonesia/Southeast Asia corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene,17,16,17,12,13,8,83,Priority Founding Steward Prospect,Priority / Channel,Identified,Indicative scored – review required,https://kametcapital.com/,Include diligence/governance risk column due to increased family-office scrutiny in Singapore. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,info@kametcapital.com,Official public email,https://kametcapital.com/contact/,Good multi-single-family office/adviser route.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
Southeast Asia,Singapore,Singapore,APAC Family Office,Licensed fund management company / family-office adviser,Singapore,,Licensed fund management company / family-office adviser,Family office services / private wealth / stewardship; Logistics / ports / trade corridors; Financial services / private capital / investment,MAS-regulated family-office adviser supporting investment needs across generations.,Singapore Family Office Gateway; Indonesia/Southeast Asia corridor; Family Office Circle,Website / advisory relationship / warm introduction,Irene,16,16,17,12,13,8,82,Priority Founding Steward Prospect,Priority / Channel,Identified,Indicative scored – review required,https://apacfamilyoffice.asia/,Include diligence/governance risk column due to increased family-office scrutiny in Singapore. | Risk level: Standard | Source type: Public website / public source | Email to verify through public website/contact route before outreach.,enquiries@apacfamilyoffice.asia,Official public email,https://apacfamilyoffice.asia/contact-us/,Good licensed family-office adviser route.,7/1/2026,TBP_Family_Office_Generated_Lists_Fresh_Master.xlsx,
